0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:00.0,End of 2nd quarter,,
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,12:00.0,Start of 3rd quarter,,
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:47.0,A. Wiggins misses 2-pt layup from 3 ft (block by K. Durant), ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:43.0, , ,45-63
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:34.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:23.0,K. Oubre misses 3-pt jump shot from 26 ft, ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:19.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-65
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-66
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,11:17.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:58.0,J. Wiseman misses 2-pt jump shot from 21 ft, ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:53.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-67
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-68
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:51.0, , ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:42.0,S. Curry misses 3-pt jump shot from 26 ft, ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:38.0,Offensive rebound by S. Curry, ,45-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:34.0,K. Oubre makes 2-pt dunk from 1 ft (assist by J. Toscano-Anderson),+2,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:16.0, , ,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,Shooting foul by K. Durant (drawn by J. Wiseman), ,47-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,J. Wiseman makes free throw 1 of 2,+1,48-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:13.0,J. Wiseman makes free throw 2 of 2,+1,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:06.0, , ,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:04.0, , ,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:04.0, , ,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:03.0, , ,49-69
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,10:00.0, , ,49-71
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:49.0,Turnover by A. Wiggins (traveling), ,49-71
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:36.0, , ,49-71
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:36.0, , ,49-72
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:36.0, , ,49-73
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:17.0,J. Wiseman misses 2-pt hook shot from 7 ft, ,49-73
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:11.0, , ,49-73
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,9:05.0, , ,49-73
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:59.0, , ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:48.0,A. Wiggins misses 2-pt layup from 2 ft, ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:44.0, , ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:41.0, , ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:38.0,Defensive rebound by J. Toscano-Anderson, ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:33.0,Turnover by K. Oubre (bad pass; steal by K. Durant), ,49-75
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:30.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:30.0,Golden State full timeout, ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:13.0,Personal foul by J. Harris (drawn by A. Wiggins), ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:05.0,S. Curry misses 2-pt jump shot from 15 ft, ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,8:02.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0,Loose ball foul by J. Toscano-Anderson (drawn by D. Jordan), ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0,K. Looney enters the game for J. Wiseman, ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:57.0, , ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:48.0,Defensive rebound by K. Looney, ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:34.0,Turnover by K. Looney (lost ball; steal by D. Jordan), ,49-77
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:24.0, , ,49-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:12.0,S. Curry misses 3-pt jump shot from 26 ft, ,49-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:09.0,Offensive rebound by S. Curry, ,49-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,7:06.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by S. Curry),+3,52-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:45.0, , ,52-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:42.0,Defensive rebound by S. Curry, ,52-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:40.0,J. Toscano-Anderson makes 2-pt layup from 2 ft (assist by S. Curry),+2,54-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:40.0, , ,54-80
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:22.0, , ,54-82
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,6:13.0,J. Toscano-Anderson makes 2-pt layup from 1 ft (assist by S. Curry),+2,56-82
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:51.0, , ,56-82
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:45.0, , ,56-82
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:40.0, , ,56-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0,Shooting foul by S. Dinwiddie (drawn by S. Curry), ,56-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0,S. Curry makes free throw 1 of 2,+1,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0,K. Bazemore enters the game for J. Toscano-Anderson, ,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0,E. Paschall enters the game for A. Wiggins, ,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0, , ,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0, , ,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0, , ,57-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:35.0,S. Curry makes free throw 2 of 2,+1,58-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:22.0, , ,58-84
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:22.0, , ,58-85
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:22.0, , ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:12.0,S. Curry misses 3-pt jump shot from 25 ft, ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:08.0, , ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:00.0, , ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:00.0, , ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:00.0, , ,58-86
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:00.0, , ,58-87
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,5:00.0, , ,58-87
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:57.0,Defensive rebound by K. Oubre, ,58-87
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:49.0,S. Curry makes 2-pt jump shot from 5 ft (assist by K. Bazemore),+2,60-87
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:38.0, , ,60-89
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:25.0,Turnover by S. Curry (bad pass; steal by C. LeVert), ,60-89
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:24.0, , ,60-89
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:24.0, , ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:24.0, , ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:18.0,Defensive rebound by K. Looney, ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,4:05.0,K. Oubre misses 3-pt jump shot from 24 ft, ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:59.0, , ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:58.0, , ,60-90
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:58.0, , ,60-91
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:58.0, , ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:49.0,Turnover by K. Bazemore (bad pass; steal by K. Durant), ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:46.0, , ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:46.0,Defensive rebound by Team, ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:34.0,K. Oubre misses 3-pt jump shot from 24 ft, ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:31.0, , ,60-92
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:17.0, , ,60-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:02.0,K. Looney makes 2-pt layup from 2 ft (assist by S. Curry),+2,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:02.0,Shooting foul by K. Durant (drawn by K. Looney), ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:02.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:02.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,3:02.0,K. Looney misses free throw 1 of 1, ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:58.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:54.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:54.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:54.0, , ,62-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:39.0,E. Paschall makes 2-pt jump shot from 15 ft (assist by S. Curry),+2,64-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:20.0, , ,64-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,2:11.0,K. Looney makes 2-pt layup from 1 ft (assist by K. Bazemore),+2,66-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:57.0, , ,66-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:57.0,M. Chriss enters the game for K. Looney, ,66-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:57.0,A. Wiggins enters the game for K. Oubre, ,66-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:44.0,E. Paschall makes 3-pt jump shot from 26 ft (assist by M. Chriss),+3,69-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:23.0, , ,69-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:19.0,Defensive rebound by M. Chriss, ,69-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:13.0,Turnover by K. Bazemore (bad pass; steal by L. Shamet), ,69-95
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,1:07.0, , ,69-98
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:56.0,Turnover by S. Curry (out of bounds lost ball), ,69-98
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:46.0, , ,69-98
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:46.0, , ,69-99
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:46.0, , ,69-99
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:42.0,Defensive rebound by A. Wiggins, ,69-99
202012220BRK,2020-21,December,22,2020,wiggian01,curryst01,oubreke01,wisemja01,pascher01,irvinky01,duranke01,harrijo01,dinwisp01,jordade01,0:33.0,A. Wiggins makes 2-pt jump shot from 17 ft,+2,71-99
